date;id;nick;status;age;sex;location;followers;pic;url
21-01-28<br>22:24:51;4905634;ericka75001;Message sent OK;41;woman;Paris, France;2;;https://www.wyylde.com/search-result/4905634/profil
21-01-28<br>22:24:59;4905634;ericka75001;Message has already been sent to this user;41;woman;Paris, France;2;http:;https://www.wyylde.com/search-result/4905634/profil
date;id;nick;status;age;sex;location;followers;pic;url
21-01-28<br>22:24:51;4905634;ericka75001;Message sent OK;41;woman;Paris, France;2;;https://www.wyylde.com/search-result/4905634/profil
21-01-28<br>22:24:59;4905634;ericka75001;Message has already been sent to this user;41;woman;Paris, France;2;http:;https://www.wyylde.com/search-result/4905634/profil
21-01-28<br>22:41:50;4905634;ericka75001;Message has already been sent to this user;41;woman;Paris, France;2;http:;https://www.wyylde.com/search-result/4905634/profil
